question_0,imageurl_0,question_id_0,question_1,imageurl_1,question_id_1,question_2,imageurl_2,question_id_2,question_3,imageurl_3,question_id_3,question_4,imageurl_4,question_id_4,question_5,imageurl_5,question_id_5,question_6,imageurl_6,question_id_6,question_7,imageurl_7,question_id_7
Does the sky look sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2411995.jpg,18313536,Does the sky look sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2393168.jpg,07890389,Is the weather sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2358947.jpg,09556056,Is the sky sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2340180.jpg,01276472,Is the weather sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2364317.jpg,02544058,Is it sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2368800.jpg,02760330,Is the weather sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2406339.jpg,11976398,Is the weather sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2387391.jpg,0280534
Is it sunny in the picture?,http://ugrad.cs.jhu.edu/~jgualla1/images/2340569.jpg,00911207,Is the weather sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2387391.jpg,0280534,Is the sky sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2349263.jpg,01843204,Is the weather sunny in this photo?,http://ugrad.cs.jhu.edu/~jgualla1/images/2390681.jpg,04274072,Does that sky look sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2411488.jpg,18749484,Is the weather sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2405983.jpg,01956454,Does that picture look sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2402683.jpg,00211220,Is the weather sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2382140.jpg,02669896
Is it sunny today?,http://ugrad.cs.jhu.edu/~jgualla1/images/2406339.jpg,11976399,Is it sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2328788.jpg,08255645,Is it sunny today?,http://ugrad.cs.jhu.edu/~jgualla1/images/2397743.jpg,1494991,Is the weather sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2357229.jpg,02665094,Does the sky look sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2405819.jpg,18233492,Is it sunny today?,http://ugrad.cs.jhu.edu/~jgualla1/images/2404793.jpg,01124195,Is it sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2344704.jpg,07539044,Is it sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2363334.jpg,13561311
Is the weather sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2345752.jpg,09623532,Does the sky seem to be sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2403570.jpg,17454862,Is the sky sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2396304.jpg,16371834,Is the sky sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2332087.jpg,15899937,Is the weather sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2336511.jpg,19548858,Is the sky sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/45.jpg,061046609,Is it sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2380732.jpg,01354014,Is that sky sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2390130.jpg,061037676
Is the weather sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2345752.jpg,09623532,Does the sky seem to be sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2403570.jpg,17454862,Is the sky sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2396304.jpg,16371834,Is the sky sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2332087.jpg,15899937,Is the weather sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2336511.jpg,19548858,Is the sky sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/45.jpg,061046609,Is it sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2380732.jpg,01354014,Is that sky sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2390130.jpg,061037676
Is the weather sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2411372.jpg,10472937,Is it sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2391664.jpg,05710049,Is the sky sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2381600.jpg,00367088,Is the weather sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2408312.jpg,0292507,Does the gray sky look sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2394960.jpg,08337615,Is the weather sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2390130.jpg,061037609,Does the sky look sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2388260.jpg,17204718,Is it sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2380105.jpg,15490911
Is it sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2410304.jpg,08591929,Is it sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2350854.jpg,07512984,Is it sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2369515.jpg,13677497,Is the weather sunny today?,http://ugrad.cs.jhu.edu/~jgualla1/images/2357837.jpg,08614509,Is it sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2357684.jpg,16192217,Is it sunny in the image?,http://ugrad.cs.jhu.edu/~jgualla1/images/2410472.jpg,06991447,Is it sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2414415.jpg,18590951,Does the kite of the boy look sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2395165.jpg,12361350
Is the sky sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2321951.jpg,19637310,Does the gray sky look sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2374552.jpg,181011057,Does the sky look sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2349328.jpg,1366396,Is the weather sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/838.jpg,00428474,Is the sky sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2366773.jpg,02394559,Is the weather sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2357882.jpg,01938572,Does the sky look sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2408282.jpg,04842004,Is the sky sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2394877.jpg,07932916
Is it sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2415053.jpg,0599122,Is the weather sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2328273.jpg,03411655,Is the weather sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2400752.jpg,01763656,Is it sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2389694.jpg,16956711,Is the sky sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2396994.jpg,16608018,Is the sky sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2332958.jpg,15271928,Is the weather sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2405006.jpg,07341210,Is the weather sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2405819.jpg,18233209
Is it sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2357229.jpg,02665095,Is the weather sunny in the image?,http://ugrad.cs.jhu.edu/~jgualla1/images/2332087.jpg,15899910,Is it sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2382808.jpg,18812880,Is it sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2379216.jpg,05799948,Is it sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2365726.jpg,03869797,Does the sky look sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2375100.jpg,02759819,Does the bedroom look sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2334728.jpg,081031112,Is it sunny today?,http://ugrad.cs.jhu.edu/~jgualla1/images/2382828.jpg,05691538
Does the sky look sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2368683.jpg,06388857,Is the weather sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2354736.jpg,06244646,Is it sunny today?,http://ugrad.cs.jhu.edu/~jgualla1/images/2382828.jpg,05691538,Does the sky seem to be sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2414164.jpg,02886745,Does this kite look sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2395165.jpg,12361348,Does the kite of the boy look sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2395165.jpg,12361350,Is the weather sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2383870.jpg,10272796,Is the sky sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2388919.jpg,18596159
Is the weather sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2367069.jpg,09797250,Is it sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2377863.jpg,19402500,Is the weather sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2391685.jpg,07940129,Is it sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2362365.jpg,17297433,Is the weather sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2409323.jpg,1413368,Is it sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2405006.jpg,07341209,Does the sky look sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2368683.jpg,06388857,Does the bright sky look sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2400554.jpg,07618547
Does the sky look sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2404198.jpg,15281322,Is the weather sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2357229.jpg,02665094,Is the weather sunny today?,http://ugrad.cs.jhu.edu/~jgualla1/images/2406035.jpg,12164205,Is the sky sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2333723.jpg,07806850,Is the sky sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2414164.jpg,02886743,Is the weather sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/3238.jpg,11618978,Is it sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2398699.jpg,02403444,Is the window sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2356576.jpg,13113055
Does the sky look sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2379159.jpg,15545592,Is it sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2387159.jpg,121017286,Is the weather sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2345752.jpg,09623532,Is it sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2345752.jpg,09623533,Is the weather sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2371760.jpg,03407161,Is the weather sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2380732.jpg,01354013,Does that sky look sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2335922.jpg,10100495,Is it sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2390743.jpg,18961330
Is it sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2376413.jpg,00620374,Does that sky look sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2392114.jpg,00311865,Is it sunny in the picture?,http://ugrad.cs.jhu.edu/~jgualla1/images/2335859.jpg,13829678,Is the weather sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2388260.jpg,17204544,Does the sky look sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2416959.jpg,13103,Is it sunny in the image?,http://ugrad.cs.jhu.edu/~jgualla1/images/2382258.jpg,00143824,Is it sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2396744.jpg,09980163,Is the sky sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2358716.jpg,18398187
Is the weather sunny in the image?,http://ugrad.cs.jhu.edu/~jgualla1/images/2332087.jpg,15899910,Is it sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2401770.jpg,03959852,Is the sky sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2380732.jpg,01354341,Is the sky sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2404198.jpg,15281321,Does the blue sky seem to be sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2396304.jpg,16371835,Does the sky look sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2393168.jpg,07890389,Is it sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2409623.jpg,13708767,Is the weather sunny?,http://ugrad.cs.jhu.edu/~jgualla1/images/2411180.jpg,03415240
